,부서,사업명,제안취지,사업내용
457,도로과,신천둔치 공영주차장 조류 배설물 피해 방지시설 설치요청, ,"# 칠성종합시장의 현황<br><br>   * 대구 북구 칠성동 1가 276-1 소재 신천둔치공영주차장은 대구시의 양대 시장 중 하나인 칠성종합시장 내에 위치하고 있음. <br>   * 칠성종합시장은 등록시장 9개(칠성진경명시장, 대구능금시장, 칠성시장, 삼성시장, 칠성원시장, 칠성전자주방시장, 대구청과시장, 칠성상가 <br>      시장, 칠성본시장)와 미등록 시장 1개(칠성강변시장), 기타 시장 4개(가구시장, 꽃시장, 완구ㆍ문구 골목, 장어골목 등) 등 14개로  구성됨. <br>   * 칠성종합시장의 하루 방문객(고객)의 수는 약 2만 명 내외 이고 하루 차량 방문 대수는 대략 2,000대 정도임.  <br>   * 칠성종합시장의 상인 수 약 2,500명, 직원 약 2,500명 등 종사자 총 인원은 약 5,000명 정도임.<br><br># 신천둔치 공영주차장의 문제점 및 개선방안  <br><br> 1. 문제점 <br>  <br>     * 신천둔치 공영주차장은 주차면수 437개로 고객과 상인, 직원들이 이용하고 있으나, 이용 차량 대수에 비해 주차면수가 절대적으로 부족함.<br>     * 신천둔치 공영주차장 위에는 신천고속화도로가 고가도로 형태로 설치되어 있는데, 고가도로 하부 철근구조물에는 비둘기 등 여러 종류의 수 <br>        많은 조류가 상시 서식하고 있음.<br>     * 서식하고 있는 수많은 조류의 배설물 낙하로 인하여 많은 주차차량들이 피해를 입고 있으며, 그로 인해 조류 배설물 낙하장소 인근에는 차량 <br>        을 주차할 수 없는 상황임.<br>     * 평소에도 부족한 주차면수로 인하여 고객들과 시장 종사자들이 주차에 큰 어려움을 겪고 있는 상황에서 조류 배설물로 인하여 실질적으로 <br>        주차면수가 감소하다보니 주차난이 더욱 심각한 상황임.<br><br> 2. 개선방안<br><br>     * 조류의 배설물로 인한 주차차량의 피해를 방지하기 위해서는 신천둔치 공영주차장 위 고가도로의 하부 철근구조물에 조류가 서식할 수 <br>        없도록 하는 방안이 필요함.<br>     * 조류 서식 방지 시설로는 전기충격기 등 전기시설, 확성기 등 음향시설,  버드스파이크 시설 등이 있으나, 전기시설이나 음향시설은 설치비용 <br>        뿐 아니라 유지관리 비용이 많이 소요되므로 부적절한 것으로 판단되고, 버드스파이크 시설은 설치비용이 상대적으로 저렴할 뿐 아니라 설치 <br>        후 유지관리 비용이 거의 소요되지 않으므로 비용 대비 효과면에서 최선의 방안으로 판단됨.<br><br># 결론 <br><br>    수많은 대구시민과 시장 종사자들이 이용하는 칠성종합시장 내 신천둔치 공영주차장이 조류 배설물로 인하여 많은 주차면수를 이용할 수 없는 <br>    상황이므로, 대구시에서는 현장 방문 및 전문가 의견 등을 취합하여 대구시민과 시장 종사자들의 편의와 전통시장 상권활성화를 위하여 조속히 <br>    이를 개선해 주시기를 바라며 본 신청을 합니다."
458,,신천둔치 공영주차장 조류 배설물 피해 방지시설 설치요청, ,"# 칠성종합시장의 현황<br><br>   * 대구 북구 칠성동 1가 276-1 소재 신천둔치 공영주차장은 대구시의 양대 시장 중 하나인 칠성종합시장 내에 위치하고 있음. <br>   * 칠성종합시장은 등록시장 9개(칠성진경명시장, 대구능금시장, 칠성시장, 삼성시장, 칠성원시장, 칠성전자주방시장, 대구청과시장, 칠성상가<br>      시장, 칠성본시장)와 미등록 시장 1개(칠성강변시장), 기타 시장 4개(가구시장, 꽃시장, 완구ㆍ문구 골목, 장어골목 등) 등 14개로  구성됨. <br>   * 칠성종합시장의 하루 방문객(고객)의 수는 약 2만 명 내외 이고 하루 차량 방문 대수는 대략 2,000대 정도임.  <br>   * 칠성종합시장의 상인 수 약 2,500명, 직원 약 2,500명 등 종사자 총 인원은 약 5,000명 정도임.<br><br># 신천둔치 공영주차장의 문제점 및 개선방안  <br><br> 1. 문제점   <br>     * 신첝둔치 공영주차장은 주차면수 437개로 고객과 상인, 직원들이 이용하고 있으나, 이용 차량 대수에 비해 주차면수가 절대적으로 부족함.<br>     * 신천둔치 공영주차장 위에는 신천고속화도로가 고가도로 형태로 설치되어 있는데, 고가도로 하부 철근구조물에는 비둘기 등 여러 종류의 <br>        수많은 조류가 상시 서식하고 있음.<br>     * 서식하고 있는 수많은 조류의 배설물 낙하로 인하여 많은 주차차량들이 피해를 입고 있으며, 그로 인해 조류 배설물 낙하장소 인근에는 <br>        차량을 주차할 수 없는 상황임.<br>     * 평소에도 부족한 주차면수로 인하여 고객들과 시장 종사자들이 주차에 큰 어려움을 겪고 있는 상황에서 조류 배설물로 인하여 실질적으로 <br>        주차면수가 감소하다보니 주차난이 더욱 심각한 상황임.<br><br> 2. 개선방안<br>     * 조류의 배설물로 인한 주차차량의 피해를 방지하기 위해서는 신천둔치 공영주차장 위 고가도로의 하부 철근구조물에 조류가 서식할 수 <br>        없도록 하는 방안이 필요함.<br>     * 조류 서식 방지 시설로는 전기충격기 등 전기시설, 확성기 등 음향시설,  버드스파이크 시설 등이 있으나, 전기시설이나 음향시설은 설치비용 <br>        뿐 아니라 유지관리 비용이 많이 소요되므로 부적절한 것으로 판단되고, 버드스파이크 시설은 설치비용이 상대적으로 저렴할 뿐 아니라 설치 <br>       후 유지관리 비용이 거의 소요되지 않으므로 비용 대비 효과면에서 최선의 방안으로 판단됨.<br><br># 결론 <br>    수많은 대구시민과 시장 종사자들이 이용하는 칠성종합시장 내 신천둔치 공영주차장이 조류 배설물로 인하여 많은 주차면수를 이용할 수 없는 <br>    상황이므로, 대구시에서는 현장 방문 및 전문가 의견 등을 취합하여 대구시민과 시장 종사자들의 편의와 전통시장 상권활성화를 위하여 조속히  <br>    이를 개선해 주시기를 바라며 본 신청을 합니다."
459,자연재난과,효신네거리 스마트 그늘막 설치, ,대구광역시 동구 신천동 481-5 앞(효신네거리) 스마트그늘막 설치 요청합니다.
460,교통정책과,신천4동 관내 반사경 설치, ,"- 위치 : 대구 동구 동부로32길 39, 효신로5길 89, 동부로34길 10 앞 전신주<br>- 내용 : 주행시에 항상 사고 위험이 존재하는 구역으로, 전신주에 반사경을 설치하면 교통안전에 도움이 될 것 같습니다."
461,교통정책과,신천동 회전교차로 설치, ,동대구 동원비스타 입주 등 해당 사거리는 최근 교통량 증가로 통행이 혼잡합니다. 사거리에 회전교차로를 설치하여 교통흐름을 개선했으면 합니다.
462,도로과,신천동 인도 펜스 설치, ,"위 구간은 노상 양쪽 불법주차로 교행이 불가능하여 불편하며, 한쪽으로 인도가 설치되어 있으나, 불법주차로 인도기능을 상실한 상태입니다.<br>인도가 설치된 쪽에 펜스를 설치하여 불법주차를 방지하고, 보행환경을 개선해 주십시요"
463,도시디자인과,신천동 저단형 현수막 게시대 설치, ,"신세계백화점 입구(동부로154 맞은편)과 신천4동사무소 인근 동부로30길 가로수에 불법현수막 게시가 잦아 미관상 좋지 않습니다, 그리고 가로수 성장에도 악영향을 끼칠 것으로 보입니다.<br>따라서 신세계백화점 입구쪽과 동부로30길 인도변 저단형 현수막 게시대 설치 건의합니다."
464,물에너지산업과,대구 신천에 물 퍼올림(금호강→상동교까지), ,"- 풍력발전시설 설치<br>- 신 풍력 발전, 전기 시설로 1개월 1억 5천 전기세 벌이는 사업<br>- 시설비 7년 뒤 공짜<br><br>*첨부파일 참고"
465,미래형자동차과,신천동 전기차 충전소 설치, ,"신천4동에는 동사무소에도 충전소가 없고, 전기차 충전인프라가 전무합니다  동부로22길 노상주차장에 전기차충전소 설치를 수차례 건의하였는데, 설치해주지 않더군요<br>동대구비스타동원아파트 인접한 화랑로9길 노상주자창에 공공전기차 충전소 설치를 건의합니다."
466,수변공간개발과,주민 휴식 야외 캠핑장 설치, ,"신천을 이용하는 주민들이 많으며, 계혹해서 신천을 관리하여 점차 경관과 수질이 좋아지고 있음. <br><br>서울의 한강변을 찾아 휴식을 취하는 서울 시민들이 많이 있으며, <br><br>비슷하게 대구 주민들이 가족들과 함께 신천을 방문하여 캠핑, 피크닉을 즐길 수 있도록 <br>야외 캠핑장 설치를 건의합니다. <br><br>특히 코로나 시대에 주민들에게 심리적 위로가 될 수 있고 야외이기에 코로나 예방에도 도움이 될것으로 생각됩니다."
467,수변공간개발과,공공용 전자게시대 설치, ,"주민들이 공공기관의 행사나 지원을 몰라서 참여를 못하는 경우가 많습니다. <br> 주민들에게 중요한 사항을 안내하고 홍보를 위해 신천둔치에 전자게시대 설치를 건의합니다. <br><br>신천은 4계절 모두 주민이용이 많으며, 공간의 열려있어서 홍보 효과가 높을 것으로 생각됩니다."
468,도로과,보행약자를 위한 신천둔치 통행로 개선, ,"대구 남산고등학교 앞 신천둔치로 내려가는 통행로가 오래전에 설치되어 경사가 매우 심하고 전동휠체어 등의 통행이 불가능함<br><br>  도시미관을 개선하고 교통약자를 배려하기 위해 통행로 개선을 제안함<br><br>  개선시 이용 주민들이 만족해하고 장애인, 어르신들이 쉽게 신천을 이용하실 수 있을것으로 생각됨"
469,수변공간개발과,신천둔치 하늘공원 조성, ,1.  대봉교 → 수성교 → 신천교 사이 신천둔치 내 부지에(김광석 거리와 연계될 수 있도록 대봉교→수성교 선호) <br>      철골을 세워 구조물을 만든 뒤 그위에 하늘공원을 조성.<br>2. 하늘공원에 20~30명 규모의 카페를 만들어 시내 및 신천을 구경하면서 차를 마실 수 있는 시민 휴게공간을 조성하여 신천의 명소로 삼고자 함.
470,문화예술정책과,천연기념물 제1호 도동측백나무 숲 살리기 컨텐츠 개발, ,"[문제점 제기]<br><br>1. 천연기념물 제 1호(1962년 12월 7일 지정) 도동 측백나무 숲이 대구 동구에 위치하고 있는 것을 대구시민 또한 동구 주민들에게도 잘 알려져 있지 않다.<br>    - 국보 1호는 숭례문(남대문), 보물 1호는 흥인지문(동대문)... 등은 우리나라의 소중한 유산으로 많은 사람들에게 인지되어 있음. 이에 비해 천연기념물 제 1호가 대구시 동구의 도동 측백나무 숲인 것은 대구에서 조차 홍보되지 않음<br><br>2. 천연기념물 도동 측백나무 숲이 사라져 가고 있다.<br>    - 대구 도동 측백나무숲이 천연기념물로 지정 될 당시에는 나이 100년, 밑둘레 20cm,  높이 10m 정도 되는 나무 수천 그루가 모여 있었다고 함. 그러나 지금은 높이 5~6m 정도의 600~700여 그루가 잡목과 섞여 있고 점차 개체 수가 줄어들어 보존 필요성이 매우 높다고 판단 됨.<br>    - 2003년, 도동 측백나무 숲을 연구할 당시, 나무가 자라고 있는 환경의 특성상 씨가 떨어져서 개체 수가 늘어나기에 어렵다는         판단을 하였고, 그 씨를 채집해 묘목으로 키워 복원하는 방법을 강구했으나 당시 여건이 좋지 않았고 이후 지금까지도 연구가 중단된 상태임. <br><br>⇒ 천연기념물 도동 측백나무 숲을 체계적으로 연구하고 보존하여 기후변화의 위기에 대응하는 출발점이 되게 하고 <br>⇒ 우리 지역이 가지고 있는 소중한 자연유산으로 자긍심을 가지며 <br>⇒ 더 나아가 지역의 경제를 살리는 문화 컨텐츠가 되게 하여야 한다.<br><br><br><br>[개선방안 제안]<br><br>1. 천연기념물 제 1호 도동 측백나무 숲 _ 후계목 양묘에 관한 연구 재개<br>      ⇒ 후계목 유전자(DNA) 추출을 위한 연구 진행 <br>      ⇒ 후계목 양묘와 이식을 통해 도동 측백나무 숲 복원 <br><br>   ① 도동 측백나무 후계목 양묘를 위한 유전자 연구<br>      ⇒ 유전자 모개체(DNA) 추출을 위한 선행 연구 진행<br>      : 도동 측백나무의 유전 정보를 확보하기 위한 선행 연구 필요<br>   ② 유전자 모개체(DNA) 추출을 통해 도동 측백나무 후계목 양묘에 관한 추가 연구<br>      : 선행 연구에서 얻어진 DNA 데이터를 기반으로 후계목 양묘 진행<br><br>     ◆ 주요 연계기관<br>      - 대구 동구청(도동측백나무 숲 관할 구청) <br>      - 경북대학교 임학과&amp;생명공학과(유전자 연구) <br>      - 신천에스파스사업단(후계목 양묘)<br><br>2. 도동 측백나무 숲 스토리텔링 _ 도동측백문화마을 활성화<br>   ① 도동 측백나무 숲에 관해 전해 내려오는 옛 이야기 수집 <br>   ② 그림책 제작<br>      - 온라인 : 애니메이션 제작 및 배포<br>      - 오프라인 : 그림책 발간 및 배포, 판매<br>   ③ 지역주민 중심의 인형극단 창단 및 인형극 제작과 공연<br>      - 특화된 도동 문화관광 해설 자원으로 활용<br>      - 학교, 기업, 기관 등으로 찾아가는 환경교육, 문화예술 활동으로 활용<br>   ③ 체험 &amp; 행사 : 도동 측백나무 후계목 씨앗 심기와 가꾸기<br>      - 지역의 소중한 자연유산을 알리고 대구시민에게 계승<br>      - 기후위기에 대응하는 도동측백문화마을을 홍보하고 자긍심 고취<br>        (DNA 연구를 통한 천연기념물 도동 측백나무 후계목 인증서 발급)<br><br>   ◆ 주요 연계기관<br>      - 대구 동구 도시재생지원센터, 도동문화마을 협동조합<br><br><br>[사업비]<br><br>1. 도동 측백나무 유전자(DNA) 연구 및 후계목 양묘 연구 : 총 2,500만원<br><br>2. 도동 측백나무 숲 문화 컨텐츠 개발 : 총 2,500만원<br>   - 도동 옛 이야기 발굴(홍보, 주민 이야기 수집, 글쓰기, 교정 등) : 500만원<br>   - 그림책 제작(온라인, 오프라인) : 800만원<br>   - 인형극 제작 및 공연 : 800만원 <br>   - 체험 및 운영 전반 : 400만원"
